Lul,Lll,Lf,Rul,Rll,Rf,H
0.4316623199168535,0.47155496402858493,,0.4857007536539345,0.4326916338456292,0.2930196239162149,0.21544267454708227
0.43887418599867534,0.4454447997227042,,0.46024559270024523,0.4764282737201897,0.3436096768136777,0.22390788823978489
0.449537451442035,0.4439011291943285,,0.4952156039544796,0.4224442330059673,2.6906639422268994,0.21758029683084815
0.4349400262668406,0.4552385348364085,,0.4687878314333682,0.431612766261611,0.33447016309381034,0.21646446343222248
0.4221600115311729,0.4600973180752089,,0.4649562668681862,0.45962855655409407,0.40384146641968316,0.2170965698853853
0.4356361303886536,0.4680003338674024,,0.4698081468046292,0.4305948675959806,0.4648561175245517,0.2166357249947478
0.4349908768008819,0.4608543843775385,,0.47311478523081485,0.4503781744267811,0.41278415667270935,0.21716553645548822
0.4337240529414988,0.4608543843775385,,0.4596093636818117,0.43124444344246354,0.24855834325163984,0.2200616266503545
0.4333073073466452,0.46470196900809463,,0.4743459956613949,0.4564720801976831,0.21762787045780696,0.21358338535569663
0.43652534860646974,0.46715869894501605,,0.46702319814330423,0.45240734963083873,0.2245036525315345,0.21929642718475828
0.4412688289115831,0.45704994256645515,,0.45508008185373267,0.46222051014640203,0.23268229412656216,0.2130056793820296
0.423138107477925,0.46031146368518777,,0.4735521276480554,0.4106268987779539,0.49710527054136144,0.22004865007538668
0.4212530225410852,0.48487463369411277,,0.4632311306464624,0.43643383232742183,0.48787843772808803,0.21897471109696667
0.43100189996796995,0.46700406047485293,,0.47967965518666744,0.415735372562884,0.5269289610564217,0.2249369464005413
0.43680399368595524,0.47638326219547217,,0.46444050292367917,0.45258953810268304,0.34976363447333975,0.23120175867843215
0.42838615725184204,0.46079150382792433,,0.4748988760778446,0.43256479283455335,0.31194663005071877,0.21786909538757443
0.4259721911111099,0.47646340635981693,,0.4753664086786108,0.42492528755064696,0.20090209058145708,0.21894775198663266
0.4367755538672009,0.4664113206173281,,0.45620714413082136,0.45054793307704794,0.15884360232631345,0.2206112927753246
0.43374837308743885,0.4556584988782718,,0.4587382539095687,0.4195348376476023,0.1765243609250576,0.2313232177625066
0.4386955321814893,0.44187542181026535,,0.4656838753156481,0.41433481630198543,,0.21695083203574028
0.43580080323468895,0.43822256046442865,,0.47111198278222555,0.4037063908337345,,0.22589827268263912
0.430950612860685,0.4534155296193549,,0.45923428186057713,0.4350626736459931,,0.2264973039155213
0.42423047144211595,0.4639638745635266,,0.4612934285517191,0.41691372009086003,,0.22805648209380064
0.4292755520641724,0.4732101964243797,,0.4786694873594931,0.4216465344337601,,0.21697227327241608
0.42985730262029975,0.45186231796864845,,0.4591293073732062,0.396763203939075,,0.21568393906130326
0.4377760885429902,0.4349486338638161,,0.46717812486887705,0.41735193781747315,,0.21478039988788547
0.4235031336660922,0.46976556919382684,,0.46501243167145545,0.4256070135700303,,0.22049625285704977
0.4234633707890212,0.4681170580100664,,0.4670763967018673,0.4280583605070691,,0.2126812020748425
0.4283001245341868,0.44303625415985987,,0.47075412010942624,0.4171546475828838,,0.21309843780750712
0.41824435453452324,0.4545942064083086,,0.47369475076255585,0.40937880990593545,,0.21692336526985745
0.41814213815400136,0.457522782929987,,0.45495326749018955,0.41534436314942325,,0.21246400848143668
0.4344272796070247,0.4404275337669069,,0.4697733859000529,0.4010636483153266,,0.23211065054141744
0.4353980938176004,0.46711100661405963,,0.4911194629619152,0.4336393201728828,,0.21610531437241426
0.43364849290640917,0.4345166423740292,,0.4721987696934417,0.40263960311921626,,0.21714337107082035
0.44494085123306004,0.4554645979656378,,0.484480436034315,0.41379388589006477,,0.21788708184745606
0.4367074449789012,0.44463491585794285,,0.4764722485098162,0.4297446916484252,,0.21663651608166154
0.4393160057407424,0.4628267741823067,,0.47511108637875415,0.438492622514906,,0.23794450466442804
0.4416627356931984,0.47275499531998594,,0.47280842843587295,0.43622792207743866,,0.2323443369225943
0.4423961862403427,0.4535442391873144,,0.4807717479220259,0.42114236310302483,,0.22203378121358017
0.43573826937738674,0.4382263598872164,,0.488720959648755,0.43040214915820296,,0.2109558306850038
0.4415757630169481,0.4549366027261381,,0.4875258762363286,0.4121532360663932,,0.22866801871709116
0.44095522912082585,0.4480294777132415,,0.48332870347207807,0.4176647579099775,,0.21767813635962627
0.43539182732338927,0.46843098701943275,,0.47356305852547237,0.4197612178369984,,0.2171434965639082
0.4436494469388641,0.47248429868091907,,0.4739154987969902,0.4134770126621308,,0.22534640655923494
0.4321221716146951,0.4572773289810025,,0.4640816360296969,0.42114236310302483,,0.2306141219461634
0.4209175660628218,0.4801514032052806,,0.464760017213185,0.408882672658062,,0.2217996083410654
0.42973864080391944,0.4571613408852503,,0.47611253043372004,0.44095134652249335,,0.2073552951723201
0.4215008091332685,0.468314232113439,,0.46299137529763995,0.4456823083767181,,0.2116589683901913
0.4260353464866501,0.5004262452150167,,0.4581889256627663,0.4223932882989501,,0.21162096676841827
0.4255186774984148,0.4614762503098073,,0.46245813821361187,0.41189998786113097,,0.21268057762757742
0.42810391600638265,0.47132499403277994,,0.46172306905763333,0.4149992891560177,,0.2112806933915165
0.4432341774773241,0.4511069589354612,,0.4779236471446041,0.4217446265217851,,0.21913067330704758
0.43785441718566687,0.4619310338134906,,0.4835061555968031,0.4087274030451103,,0.21558389839920797
0.4277791995925001,0.43887538094543427,,0.47767669243956207,0.39215568337077555,,0.2096950688595228
0.4493106752081459,0.4507645311024372,,0.4618171310161631,0.43979841973340483,,0.21566818647171868
0.43923360800375927,0.45903865153165474,,0.460266053929681,0.42133389372325586,,0.20984319288459186
0.44071280859081,0.444413538160124,,0.45040585653385995,0.41402391235289787,,0.22030100416475631
0.45975603859547093,0.4296028696365982,,0.47780302801886876,0.42067467240137,,0.21368977871905812
0.4563318008302732,0.4280279378732186,,0.4739264479853388,0.4096395610777846,,0.22278043767126418
0.44416379231089975,0.42755389134002736,,0.4623045074407127,0.4150871715676119,,0.2185906548780162
0.44672994526895105,0.4376037664371732,,0.4690869859631579,0.4042712579444647,,0.2122189567404383
0.4462257404050107,0.4341233904087638,,0.4748433953420854,0.41500501201792717,,0.22097831658332454
0.4502155370975107,0.45041475331076797,,0.47342638033806284,0.386951805784648,,0.2152928712335826
0.4540647173795823,0.43964053680251103,,0.47342638033806284,0.39428365423892464,,0.22020665550568622
0.4474773512078572,0.4468719571644656,,0.44796915706776064,0.4005491355626673,,0.2182190574995685
0.4554774994047456,0.4301252789595142,,0.45262220538656744,0.43694115164401715,,0.22967726057448526
0.45807747600706156,0.4102526660486194,,0.4577927517993267,0.40812871744095647,,0.2152881701928836
0.44515099516905493,0.4301252789595142,,0.44217343984007007,0.4295481346717734,,0.22798853172912004
0.43151546460816437,0.462930100123118,,0.45262220538656744,0.4281789929457072,,0.21808453297058916
0.44211380392948596,0.4437160183045006,,0.46444712517572984,0.4358375614836335,,0.21441275477219165
0.4579887235336695,0.437703883921539,,0.4717636655148422,0.4116946562684534,,0.2297281770789121
0.4506343897762354,0.4452052615367432,,0.4675122710688995,0.44049517591002046,,0.21993675702119456
0.45319094005617544,0.4364680629782664,,0.47821251573855744,0.4115246529674741,,0.22952372713076968
0.45901528536640257,0.4223878337499792,,0.47091991686485296,0.42704548938022974,,0.22090092100305966
0.44822963963687185,0.46042647621525856,,0.46980645550694594,0.42098718507812083,,0.23128167624997886
0.4669770514704122,0.40886934343381626,,0.4805571196392786,0.4017871824735081,,0.22613956601178845
0.4496973221234478,0.43915954686195746,,0.4571223005290816,0.4336113467150048,,0.23472009312370334
0.43954841383401677,0.4476915853575986,,0.48238282936273763,0.4312334054778223,,0.2220271914338422
0.42728072849591525,0.4438160091749733,,0.4731176094799263,0.4119332470194655,,0.2255464436075196
0.4240617532999646,0.45286534875170126,,0.47953881062954656,0.4269651625132898,,0.22223312079849852
0.4242603968036611,0.4526775293738358,,0.44960805152932926,0.41952193029685597,,0.2281495708871704
0.44093823342958144,0.409595011688375,,0.4166565958916288,0.4637418462895062,,0.22323039085214186
0.4399176677515919,0.4208446683753996,,0.41566001840446487,0.378807470887257,,0.2293044687745968
0.4348313075205142,0.4152343464840065,,0.4042502413109979,0.38990960490862486,,0.22099839479055047
0.45846370521558194,0.40356880454267025,,0.4031960937310775,0.41583785301485005,,0.22814128298052505
0.46877363795264765,0.41685010063570815,,0.37351392423844126,0.3602314394941119,,0.2133357860073176
0.4648140669728488,0.4277410824318843,,0.3827435742112465,0.4534876073279182,,0.2153129457321134
0.4465024787837129,0.45992125412944335,,0.37681858977497384,0.41025036258363007,,0.21587733674473572
0.4487848575921428,0.44524530587081995,,0.3824301374107433,0.39095187683396526,,0.2124792102865596
0.45778892298088647,0.44662147552485654,,0.40339738472131914,0.3622643371904001,,0.21022844908337218
0.4574746296725098,0.4517699601567152,,0.3971371960670519,0.41572466850067974,,0.22174066382601093
0.4517923267221346,0.46207970264879616,,0.3735178367896238,0.45932833572511067,,0.22167469175573468
0.45186488489481014,0.4610398604242371,,0.3693474609361759,0.4325477661484336,,0.21863936210344195
0.49106272369219806,0.4077737711035373,,0.36724910142844464,0.4570060940512719,,0.2298871821133141
0.46011601015396103,0.42895466252274267,,0.3671254504934246,0.4480352887887292,,0.22226412418561842
0.47027370434673466,0.4265232753320738,,0.37683879166030665,0.43725151800765655,,0.22563954374178305
0.48667874743407485,0.40569447864125546,,0.3822444694171519,0.4097017695836815,,0.22732430332896653
0.48196189807909096,0.41868314140887014,,0.3726852169056347,0.42061337353916833,,0.22311418825345908
0.4653434099716037,0.4385031584834935,,0.3777465008441508,0.42174941612289163,,0.22538602393227491
0.4719215821511027,0.43224207338018356,,0.3673675135337907,0.4550363172319326,,0.2318404358605288
0.47122747224668465,0.4189950835033749,,0.3630946675455314,0.44158294804034265,,0.23069218495649133
0.45848640300328436,0.45736718990325476,,0.36530643903440846,0.420785075780974,,0.2241488564121843
0.4534870590976109,0.4552027631726326,,0.3699017437104075,0.44738927121691235,,0.2185246973891052
0.44640819492925976,0.4725727457228147,,0.3907806771067372,0.42711544106950755,,0.21703685078806315
0.4611852532334485,0.43729479404630467,,0.382125033987568,0.4480442054083502,,0.21881209313015582
0.46046745892516666,0.44488825608235594,,0.38656692771110157,0.4420832274583599,,0.22013212616290243
0.44628026671140186,0.4328166614168175,,0.6037961600573492,0.3971376587532337,,0.2173644060006146
0.471048356328732,0.42335721323723774,,0.5033324233545857,0.43171810246965564,,0.23193338375490488
0.47410744309702635,0.44752755848103903,,0.4954871591676216,0.4079765311877633,,0.2266282482392696
0.4895231809179214,0.43903581858431556,,0.4813492657104609,0.4220385527413344,,0.2117084446497116
0.48366907591451425,0.43925436093452713,,0.4807843996013181,0.41969462708021416,,0.21511960360692378
0.4799181757341557,0.4420845535641344,,0.48341614508516356,0.4495206335642449,,0.21013605642297564
1.2777950222379177,0.7420553423033892,,0.447524292524998,0.4214991103193458,,0.19906167817036013
0.4663299137949441,0.3772627842764244,,0.44813056311749144,0.4860457283013607,,0.18140483262581514
0.5383592527299963,0.33526802710667175,,0.43696792285017905,0.4653825308281351,,0.20040891646830467
0.41844975803553763,0.3494691545759082,,0.4118348903383491,0.48348539791807565,,0.16310888050624336
